0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.01,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,0.97
0.00,0.01,1.02
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.02
0.00,0.01,0.99
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,0.99
0.00,0.01,1.02
-0.00,0.01,1.01
0.00,0.00,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
-0.00,0.03,1.02
0.01,0.01,1.00
0.01,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.01
0.01,0.01,1.01
0.01,0.01,1.03
0.01,0.01,1.04
0.01,0.01,1.05
0.01,0.01,1.06
0.01,0.01,1.05
0.01,0.01,1.05
0.01,0.02,1.04
0.01,0.02,1.03
0.01,-0.00,1.05
0.01,0.01,1.04
0.01,0.01,1.04
0.01,0.01,1.03
0.01,0.01,1.03
0.00,0.01,1.03
-0.00,0.01,1.03
0.00,0.01,1.02
0.00,0.01,1.01
-0.00,0.01,1.02
0.00,0.01,1.01
0.00,0.02,1.00
0.07,-0.00,1.01
0.03,-0.01,1.01
-0.00,-0.01,1.02
-0.03,0.03,1.01
0.05,-0.03,1.01
0.00,0.01,1.01
0.00,0.01,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
-0.00,0.01,1.01
-0.00,0.00,1.01
0.00,0.00,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.00,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.00,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
-0.00,0.01,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.02
0.00,0.01,1.02
0.00,0.01,1.02
-0.00,0.01,1.02
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.00
0.00,0.01,1.00
0.00,0.01,1.01
0.01,0.01,1.00
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.02,1.00
0.00,0.01,1.01
0.03,0.09,1.01
0.00,0.01,1.00
-0.03,-0.03,1.01
-0.01,-0.01,1.00
0.01,0.01,1.01
0.04,0.05,1.01
-0.02,0.02,1.01
-0.02,0.03,1.01
0.01,-0.00,1.01
-0.07,0.02,1.01
-0.03,0.01,1.01
-0.00,0.01,1.01
-0.03,0.01,1.01
-0.00,0.01,1.01
0.01,0.01,1.01
-0.00,0.01,1.01
-0.00,0.01,1.01
0.00,0.01,1.01
0.00,0.01,1.01
